None,Accessorize Girls Light Pink  Hairband,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Light-Pink--Hairband/205479/buy,Rs. 445,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Girls-Light-Pink-Hairband_0945ca1410fb7c9897893985b3487391_images_1080_1440_mini.JPG,None,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Light-Pink--Hairband/205479/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This cute hairband from Accessorize is perfect for your little daughter. Team it with a frilly frock and ballet flats when she's heading out for a friend's party.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Light pink hairband with black accents<br/>Has heart shaped prints and a bow detail</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>60% polyester, 40% iron<br/>Wipe with a clean cloth to remove dirt</p></li></ul>,26:02:2014,None
None,Accessorize Girls Multi-Coloured Set of 30 Stick On Earrings,http://www.myntra.com/Earrings/Accessorize/Accessorize-Girls-Multi-Coloured-Set-of-30-Stick-On-Earrings/209724/buy,Rs. 395,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Girls-Multi-Coloured-Set-of-30-Stick-On-Earrings_763815dd3abd40f038d31a102ee8ef91_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Earrings/Accessorize/Accessorize-Girls-Multi-Coloured-Set-of-30-Stick-On-Earrings/209724/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This set of stick on earrings from Accessorize is sure to make a mark. Completely fashion-forward, make your little princess wear this when heading out to play.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of 30 stick on earrings<br/>Multi-coloured earrings, with stick on detail</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/>Wipe with a clean cotton swab when needed</p></li></ul>,26:02:2014,None
None,Accessorize Silver Toned Heart Stud Earrings,http://www.myntra.com/Earrings/Accessorize/Accessorize-Silver-Toned-Heart-Stud-Earrings/205445/buy,Rs. 345,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Silver-Toned-Heart-Shaped-Stud-Earrings_64d9c7703f18ccd6c029763fb9ba839a_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Earrings/Accessorize/Accessorize-Silver-Toned-Heart-Stud-Earrings/205445/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>A pair of delicate earrings is the easiest way to jazz up any look. We suggest that you try doing your hair up and let this gorgeous piece from Accessorize become the centre of all attention.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver toned, heart shaped stud earrings<br/>Secured with a post and back closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>90% tin, 10% steel<br/>Wipe with a clean cotton swab when needed</p></li></ul>,26:02:2014,None
None,Accessorize Silver Toned Leaf Earrings,http://www.myntra.com/Earrings/Accessorize/Accessorize-Silver-Toned-Leaf-Earrings/147837/buy,Rs. 1,445,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Earrings_8217cb1659270b3acbf20a487cbe0358_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Earrings/Accessorize/Accessorize-Silver-Toned-Leaf-Earrings/147837/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Some accessories are meant to complement your outfit, while subtly blending it. This pair from Accessorize is not one of those. Its unassuming size is drowned by the unique shape which makes it stand out.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver toned, leaf shaped drop earrings with mesh-like detail<br/>Fish hook closure with a stopper</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal<br/>Wipe with a dry cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of earrings: 9 cm</p></li></ul>,26:02:2014,None
None,Accessorize Girls Pink Hairband,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Pink-Hairband/196530/buy,Rs. 445,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Girls-Pink-Hairband_2656aa86e4268d25e20bb2f450323776_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Pink-Hairband/196530/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Keep your little girl's locks in control with this trendy and elegant looking hairband from Accessorize. Match these with a frilly frock and ballet flats when she's heading out for a friend's party.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Pink, lace trimmed hairband, has a bow detail with silver toned studded detail</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>45% polyester, 45% iron, 10% plastic<br/>Wipe with a clean cloth to remove dirt</p></li></ul>,26:02:2014,None
None,Accessorize Gold Toned Owl Shaped Ring,http://www.myntra.com/Ring/Accessorize/Accessorize-Gold-Toned-Owl-Shaped-Ring/174456/buy,Rs. 464,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Gold-Toned-Owl-Shaped-Ring_47fcae172cc2d97fe308f2c367af5ab2_images_1080_1440_mini.jpg,Rs. 1,545,None,fashion,http://www.myntra.com/Ring/Accessorize/Accessorize-Gold-Toned-Owl-Shaped-Ring/174456/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Accessorize brings to you attractive looking rings that is sure to upgrade your fashionable look. Designed in line with the latest trends, this ring has an excellent finish and is durable as well.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Gold toned, intricately designed owl shaped ring with yellow stone studded detail</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>85% zinc, 15% glass<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Diameter: 1.8 cm</p></li></ul>,26:02:2014,None
None,Accessorize Girls Set of 6 Multi-Coloured Hair Grasps,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Set-of-6-Multi-Coloured-Hair-Grasps/205481/buy,Rs. 495,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Girls-Set-of-6-Multi-Coloured-Hair-Grasps_fac6607cc4ceb72f59833b77b4d2001f_images_1080_1440_mini.JPG,None,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Set-of-6-Multi-Coloured-Hair-Grasps/205481/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This set of hair grasps from Accessorize gives little girls a cute and adorable way to secure their hair. It goes well with dresses and skirts.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of six, butterfly shaped hair grasps<br/>Pink, lavender, and green grasps with a floral and graphic details</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>99% plastic, 1% iron<br/>Wipe with a clean cotton swab when needed</p></li></ul>,26:02:2014,None
None,Accessorize Gold Toned Elephant Necklace,http://www.myntra.com/Necklace/Accessorize/Accessorize-Gold-Toned-Elephant-Necklace/205457/buy,Rs. 945,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Gold-Toned-Elephant-Necklace_c1063f9c669a8dd4995375ddf8d889cc_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Necklace/Accessorize/Accessorize-Gold-Toned-Elephant-Necklace/205457/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Stylish and smart necklace from Accessorize is sure to make an impression. Team it with your monochrome casuals.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Gold toned necklace, has a elephant shaped pendant with intricate detailing and stone embellishments, at the centre<br/>Has an adjustable lobster clasp closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>50% steel, 40% zinc and 10% glass<br/>Wipe with a clean, dry cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 40 cm</p></li></ul>,26:02:2014,None
None,Accessorize Gold Toned Dog Shaped Necklace,http://www.myntra.com/Necklace/Accessorize/Accessorize-Gold-Toned-Dog-Shaped-Necklace/147862/buy,Rs. 745,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Necklace_32703a4a11e1993bb385b4637f614d72_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Necklace/Accessorize/Accessorize-Gold-Toned-Dog-Shaped-Necklace/147862/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Add an interesting edge to your look with this pretty neckpiece from Accessorize. We love the glittery detail that is sure to spruce up the simplest of attire.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Gold toned necklace with a dog shaped pendant embellished with crystals<br/>The gold toned chain has an adjustable lobster clasp closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal and crystals<br/>Wipe with a clean cloth to remove dirt</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of necklace: 46 cm<br/>Length of pendant: 1 cm</p></li></ul>,26:02:2014,None
None,Accessorize Black & Silver Toned Skull Bracelet,http://www.myntra.com/Bracelet/Accessorize/Accessorize-Black-&-Silver-Toned-Skull-Bracelet/161760/buy,Rs. 209,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Bracelet_f79f38ea609ee4247a35b15f0ffb96f3_images_1080_1440_mini.jpg,Rs. 695,None,fashion,http://www.myntra.com/Bracelet/Accessorize/Accessorize-Black-&-Silver-Toned-Skull-Bracelet/161760/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>This bracelet from Accessorize are catchy and chic. Put them on to add an interesting twist to your look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Black cord bracelet embellished with silver toned, metallic, skull shaped detail<br/>Has a lobster closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal and cord<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Diametre of bracelet: 4.5 cm (adjustable)</p></li></ul>,26:02:2014,None
None,Accessorize Silver Toned Studded Earrings,http://www.myntra.com/Earrings/Accessorize/Accessorize-Silver-Toned-Studded-Earrings/203846/buy,Rs. 404,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Silver-Toned-Stud-Earrings_c888ecbc8d13aacd3fb7244a6f56b3f4_images_1080_1440_mini.jpg,Rs. 1,345,None,fashion,http://www.myntra.com/Earrings/Accessorize/Accessorize-Silver-Toned-Studded-Earrings/203846/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>A pair of funky earrings is the easiest way to jazz up any look. We suggest that you try doing your hair up and let this gorgeous piece from Accessorize become the centre of all attention.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver toned stud earrings, has a square base with muted gold toned faceted stone and conical shaped spike detail with texturing and stone studded detail<br/>Secured with a post and back closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>50% glass, 50% zinc<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 3 cm</p></li></ul>,26:02:2014,None
None,Accessorize Black Hair Grasp,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Black-Hair-Grasp/205471/buy,Rs. 495,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Black-Hair-Grasp_05849f5ac308fc7c7e11bc92046f0613_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Black-Hair-Grasp/205471/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Add a distinct touch to your look with this chic hair grasp from Accessorize. We recommend using it to create a messy do.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Black hair grasp with teeth for a perfect grip</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Plastic<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 8 cm</p></li></ul>,26:02:2014,None
None,Accessorize Girls Set of 6 Hair Clips,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Set-of-6-Hair-Clips/205486/buy,Rs. 445,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Girls-Set-of-6-Hair-Clips_4f92834ed3041c3e2bc763f99b0b1e1b_images_1080_1440_mini.JPG,None,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Girls-Set-of-6-Hair-Clips/205486/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Your little princess will love these hair clips from Accessorize. They will help secure her hair in the most cute manner.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of six hair clips in pink, blue, lavender and white with star shaped printed detail</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Metal<br/>Wipe with a clean cotton swab when needed</p></li></ul>,26:02:2014,None
None,Accessorize Silver Toned Heart Necklace,http://www.myntra.com/Necklace/Accessorize/Accessorize-Silver-Toned-Heart-Necklace/205460/buy,Rs. 695,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Silver-Toned-Heart-Necklace_0b712a221f266dcadd66533da7d450ba_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Necklace/Accessorize/Accessorize-Silver-Toned-Heart-Necklace/205460/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Stylish and smart necklace from Accessorize is sure to make an impression. Team it with your monochrome casuals.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver toned necklace with a heart shaped pendant at the centre<br/>Has an adjustable lobster clasp closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>60% zinc, 30% brass, 10% steel<br/>Wipe with a clean, dry cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length: 40 cm</p></li></ul>,26:02:2014,None
None,Accessorize Cream Coloured Hair Doughnut,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Cream-Coloured-Hair-Doughnut/205465/buy,Rs. 395,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Cream-Coloured-Hair-Doughnut_5f441c619bbe8fefdc0bb11084eca33d_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Hair-Accessory/Accessorize/Accessorize-Cream-Coloured-Hair-Doughnut/205465/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Play around with your locks and sport different hair dos with this hair doughnut from Accessorize. A handy accessory, it will help you stay stylish all the time.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Cream coloured elasticated hair doughnut</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Nylon mesh<br/>Dust with a clean, dry cloth when needed</p></li></ul>,26:02:2014,None
None,Accessorize White Button Earrings,http://www.myntra.com/Earrings/Accessorize/Accessorize-White-Button-Earrings/156222/buy,Rs. 104,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Earrings_7b4c5b0c35687443f97ab4561816e93c_images_1080_1440_mini.jpg,Rs. 345,None,fashion,http://www.myntra.com/Earrings/Accessorize/Accessorize-White-Button-Earrings/156222/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Cute and adorable, this pair of earrings from Accessorize promises to  <span class="GINGER_SOFATWARE_mark" id="9806a57a-1706-4baa-9249-fa5917520092">infuse</span> fun into  your daily wear ensemble. Sweep back your hair and let  <span class="GINGER_SOFATWARE_mark" id="d517f11c-d659-4aa9-9975-6c5499fcff4f">this</span> pair <span class="GINGER_SOFATWARE_mark" id="59e78c86-4eb8-4340-a48e-afb807f3f81e">elevate</span> your look.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>White, button stud earrings with blue and green floral print detail<br/>Secured with a post and back closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p><span class="GingerNoCheckStart"> </span>90% acrylic, 10% steel<br/>Wipe with a clean cotton swab when needed</p></li></ul>,26:02:2014,None
None,Accessorize Light Peach & Dull Gold Toned Rose Ring,http://www.myntra.com/Ring/Accessorize/Accessorize-Light-Peach-&-Dull-Gold-Toned-Rose-Ring/188749/buy,Rs. 545,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize-Women-Ring_bf8b37af91373712c81c53d380853448_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Ring/Accessorize/Accessorize-Light-Peach-&-Dull-Gold-Toned-Rose-Ring/188749/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Statement accessories never fail to spruce up any look. This uniquely shaped ring from Accessorize is the perfect case in point.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Light peach and dull gold toned ring with a rose shaped base and leaf detail</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>80% zinc, 20% plastic<br/>Wipe with a clean cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Diameter: 16 mm</p></li></ul>,26:02:2014,None
None,Accessorize Set of 4 Rings,http://www.myntra.com/Ring/Accessorize/Accessorize-Set-of-4-Rings/209713/buy,Rs. 1,245,fashion-sale,Extra 32% Off on 30,Accessorize,http://myntra.myntassets.com/images/style/properties/Accessorize_bb35526de17f652b64d06336d61c1651_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Ring/Accessorize/Accessorize-Set-of-4-Rings/209713/buy,Sold byVector Ecommerce Pvt Ltd,None,None,['XS', 'S', 'M', 'L'],None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Statement accessories never fail to spruce up any look. These uniquely shaped rings from Accessorize is a perfect case in point.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Set of four, gold toned rings with a circular base and the upper shaped like a bow, lock &amp; key and heart, the fourth has heart shaped cut-out detail throughout</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>70% zinc, 25% glass, 5% plastic<br/>Wipe with a clean, cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Diameter: 16 mm</p></li></ul>,26:02:2014,None
